text_id,full_text,cohesion,syntax,vocabulary,phraseology,grammar,conventions
C352BA103419,"Good actions can be helpful in most ways. Good altered can led to good grades,goal,and relshenship. If you do all of these thing you will be good in your whole life. People often do not use thins things in there life but they should use it. This are easel way to do it you can do it and any you can do it.

To be secssful you have good grades two of my friends. They name of my two friends are Generic_Name and Generic_Name. Generic_Name had good grades for all of her 4 years in middle school .Generic_Name is in the a roll every semester for the 4 semesters. Generic_Name trues so hard in all of the school work and she did not care about her friends. Generic_Name learned how to do math,reading, and writhing. She prates every time she had a test to do. That was Generic_Name life every year that she had school.

Lets see how Generic_Name life Generic_Name life was bad at school. Generic_Name get D and F in her report card cover. She never got the same grades the Generic_Name got she get blow the grades theist Generic_Name gets. Generic_Name never trues she things the school is game but it is not a game. All if her teachers have talked to her but she never rs pones to them. They told her you should stat working let harder they you do now. Generic_Name was the prensbol of the school he had a talk with her. He said look a Generic_Name grades he shod her grades to Generic_Name she god gels she said I want to get the same grade that she had but how can I get them. Generic_Name

Generic_Name talked to Generic_Name and they said how did you get this grades and she sad by prate sing and working in school and outside the school. She said teach me how to do it I would like to be good in school to. Generic_Name was so happy and Generic_Name got her grades back up. Generic_Name and Generic_Name became best friend in the school.

Seccuseful is all way help full for you and for other you can help other be sowing them how you do good. You got to be so good be doing this thing.",3.0,2.5,3.0,3.0,3.5,2.5
78B6F383CD30,"So many students need to finish the school more early than others, it's a good think the student finish high school in three years, they have more opportunities for study wherever they like. Although some students will don't want graduate early because they are not ready to being a university life or alone life, nevertheless for others students is a good choice being her life or overtake her life, for example they have more opportunities for study a long profession like Doctor, students will have more time to doing think they like as to travel, and if they want can make a family.

Students make a complied because they want to study a long profession and they don't have some many time to doing all thing they want. The students said normally the people finish high school between the 17 or 18 and they know are young, but some time they need a break before to enter the college and if one student want to study a long profession he or she don't have so many time to take a break and study a profession like a doctor than is during like

5 or 6 years. This significant than student need more time to doing one thing fun before to enter the college. Additionally in the future may be they need another break after the finish college I opportunity the young people like travel too much and know others countries, they own country, they want watch new things, they know different s people, different language, different accent or pass free time with her family, friend, or play any sports. This is important because although they have time when they graduate at 18 or 19. Maybe if they finish high school when they have 16 have more time to graduate the college early and doing so many thing they like to do.

Another students want finish early high school to do others things so different like make a family and find a good job they like so much. So many adolescences think in money since so young , they need money, money for buy some material thing like a car, an apartment, so many clothes so expensive. This is important because the adolescences think finish most early high school is like they said "" if I graduate the high school a the 16 then a began to work like than i will have 21 i have all the thing I need for begin an alone life, then will want to married get a big family.

In conclusion, the this a good program of some schools than students can graduate in three years, sometime students need more time in her life for doing thing they like an the opportunities for choice a some long profession and have time to do thing they like or job for a better life.                                                                          ",3.5,3.0,3.0,3.0,2.0,3.5
EFD7D87EF4C9,"Most employers are looking for specific characteristics in a potential employee. Responsible and hard-worker people are the top choosen. Employers need to know that they can rely on this person in rough time. A trustworthy person who can help the team be better and cooperate positively.

No employer would hire someone who can't be at work in time, someone who always finds excuses to stay at home, someone who can't accept to be wrong.

I remember the way I was raised. My mother do not know how to read just because her parents were poor. In my country, Haiti, school is very expensive and not accessible for everyone. But, I had this opportunity because my mother made the impossible become possible. As she always said, '' Je me leve a l'aube du jour et m'endorme apres le couche du soleil pour que tu sois fiere de toi meme, et sois capable d'aider les gens comme moi. "" I graduated high school with advanced diploma. My mother died. She did not have the chance to see the fruit of her hard-work.

I want to make her pride from where she is. Because she was a hard-worker. She is my model. I have known how it felt to be miserable, dependent, be rejected, to count on someone, to fail again and again.

Even though I did not go to college, I am proud of myself. I can read, write, and speak not only one language but, 3 different ones.

I have learned to offer the better side of me in anything I am doing. I will not say I am the ""Albert Einstein'' of this generation but, I am intelligent , fast learner, humble and cooperative. I might not be the most experienced person for this work, but I am a good candiade.",3.5,3.5,4.0,3.5,3.5,3.5
E70DD00622DB,"From my personal experience back in middle school, I had to use technology for many different reasons. One of the reasons were for research purposes. I was able to use technology as a tool to provide information on my assignments and projects. So far technology has made a positive effect in my life not only in school but in real life. Technology has helped me accomplish and complete many difficult task in life. I believe that technology has made a positive effect on people's lives; consequently, it makes peoples lives a lot easier and convenient.

One reason that technology has a positive effect on people is that they are able to study without having to go out on a library and pay for books or a tutor to teach them. For example, people who are disabled or unable to travel out of their houses are able to go online and research for books and look for a site to teach them what they need to learn. The availability to go online and research for information also helps students who are too busy to go outside and ask others for help. Many schools started providing laptops and iPad's to students who are unable to connect online. Schools are using these electronics because they provide an easier way to help student learn and complete work.

Technology can also help people do many other things online other than researching for information.

Furthermore, technology may also be used as a way to shop whatever and whenever. For example, eBay and amazon is an online shopping website for many things such as: furniture, clothes, food, and many other reliable things. This has made it a lot easier for people to purchase items that they want at any time. Online shopping helps a lot of people who are looking for items that cannot be found in local stores. For example, many custom equipment's and items can only be found online and in places that may not even be located in your place. Not only does technology may be use as an online tool, it may also used as a way to communicate to others in the world.

Lastly, communication has been a major part of the world; in addition, technology has been one of their ways to communicate. For example, our military has improved a lot throughout the years due to the inventions of many technologies. Technologies such as: cellular devices, radar, satellite and many other communicating tools has helped us win wars and accomplish many things around the world. Another reason why technology has had a positive effect on people is that they use it for emergency purposes. For example, if an adult needs to call out of work for the day because of family problems, he may use his cellular device to call and inform his supervisor about it.

Many people say that technology is a way to showcase yourself as a lazy person and I disagree with that. I believe that technology allowed many people to accomplish and complete many task. Technology is not only important to the civilians who are either students or adults who are working in the industry, but it is also important for the military who are using these tools to provide protection to our country and keep our people safe. In conclusion, technology has had a positive effect on people's lives and that is due to many reasons such as online researching, online shopping, and wide spread communication.                 ",4.5,4.5,5.0,4.5,5.0,5.0
24B8DF4DA85A,"Be active or not active in life, those are two options that we have. There is many reason why people are active in life, but there are many other reasons why people stay inactive on their lifetime. Thomas Jefferson said, ""Determine never to be idle... It is wonderful how much may be done if we are always doing."" Staying active and with determination people have more chances to be successful in life.

First of all, in reality things can't be done by them self. For instance, the first TV, car, plane, cell phone, etc... wouldnt be done with out a lot of hard work. Another example could be, the creators of all the things that we have now, they didnt stop or give up on their goals they were active and positive in the process to success.

In addition, in order to accomplish great goals people must stay active and work hard for them.

For example, the best basketball player of all time wouldn't have accomplish all the records with out dedication in the process. Another example, if Martin Luther King didn't do things or stayed back with out doing anything for the people, we probably wouldnt have the life that we all have right now.

Perhaps most important, people have more chances to success in life if they stay active and working on good things, more than if they stay inactive. For example, a hard worker business man probably have way more success in life than a regular person that instead of working hard and do things prefer to stay back and be inactive.

Some people argue that, inactivity serves a purpose. They say that, the fact that people are doing something doesn't mean that what they doing is right. This might be true; however, inactivity wont take people anywhere but to fail in life, and for success in life people must to do things constantly and dont give up.

Without dedication and work people wont accomplish nothing, no matter the talent or the skills that they might have if they dont do nothing with it. People must stay active and fight for what they wish and want, without that life wont take you anywhere.",4.5,3.5,3.5,4.0,3.5,3.5
10DF0ACB336C,"There is one place I would like to visit is Generic_City because that is a beautiful country there is really great people. At night is really beautiful if you live in a apartment you can see how beautiful it is when i'm bigger i'm going to Generic_City with my girl because I love that country and it's a awesome country. The food there is really good and at night you can go in the water with someone it's really fun.

The boats are big and small you can ride them and you can relax. I don;t know how much you have to play to ride them all I know is that they are really nice to ride. And I want to go and get on the Eiffel it's really high up and you can see everything. At night the Eiffel it lights up and it;s really cool because you can see it from ever were because it's really high up.

Theres and elevator do that you can go really high in the Eiffel you my take some time because it's really high and there my be going a lot of people so you have to take an other ride. For me it's better to look at night because of the lights it's really cool. At day time it nice but it dose't have the lights so I like it when it's night time. But the thing I don't like about night time it's that you can go but in the elevator.

The food is really good they eat a lot of things they eat bread at any time of day. They have cafe's there are really good. But Paris is really different form a lot of country's. They have really good chafes that make really good food that you are going to love. They have awesome food.                                                                                                                                                                                                 ",2.5,3.0,3.0,2.5,3.0,2.5
68256AC96C72,"At a young age some students are determine to identify a career they want to do in the future by the time they enter high school. For example, their courses of study in high school are selected to guide them toward a specific career in life so they can be successful. Students should not commit to a career at a young age.

Committing to a career at a young age can cause students to have stress. For instance, some students are being pressured by their parents into finding a career before they go to high school and that can lean them into having stress. The younger students in elementary school think they know what they already want to do for a career in the future, but once they get older and enter high school they start to change their minds about the career they choose as a kid. There are some students that have a strong concern or eagerness that they wont be able to find a career they like before they enter high school or graduate form high school. All of this can later lead to a state of mental, emotional strain, anxiety, or they start think they wont be successful in life. Students might not know what they still want to do in the future since they're still young. For example, students have trouble trying to identify a career they want in life. Students shouldn't have to worry about what career they want since they're still young and they can later end up to stress. They should also try to focus on being just kids; then once they start to get older they can start to think what kind of career they want to do later in life.

In conclusion, i think students shouldn't commit to a career at a young age because of all the stress they might get they might not know what career they want in the future. While this may be true, others argue that students should commit to a career at a young age. This can later lead them into having a successful life if they start to study the careers the students want at a very young age. For instance, when students start to study a career they want, they can end up having a very successful job in their future. Students can also work in a long-term commitment in a particular profession. Committing to a career can lead to causing mental or emotional stress.",4.0,4.0,4.0,4.0,3.5,4.5
63314DE11287,"The main piece to improve your skills is during the process of keep learning. Most of the people got to the point where they become successful, thinking that they have the sufficient knowledge to stay where they are and not move forward. The most common mistake that someone can make is believe that they have learn enough to the point where is nothing else to learn. I strongly agree with the words that Author Ralph Waldo Emerson wrote, people that have got the title of professional and keep being successful in their daily are the ones that are still adding productive information to their life and career. The actual key that makes people become professionals everyday and give them the recognition of master is through the process of keep learning new things.

Convince yourself that yo are not good enough ""Yet"" this to motivate you to believe that you need to learn more. Examples that we can see everyday, teen mothers when a young girl or even in some cases girls that are still considering a kid have to been each to be a mother. Teen mothers learn through the pregnancy to; take care of the baby, change diapers, give appropriate food and how give them bath. The process of being a mother for the first time, does not end when you give birth to the baby. There is not a book where it details you how to take care of your child, even if there is one it would probably not be as helpful as you learning each day.

If there were a class of ""How to be a mother for the first time if you are a teen"" it would not cover all the expectations that you baby requires because you will be the only one that knows your baby, its behavior and what its needs are. Even adult mothers have said that they keep learning how to be mother everyday.

Do not push back yourself because of the fact that you seen to be far away from your objective. If you have been studying for years, since first grade and still have to go to an University, it could make you think if it would be necessary those extra years. The answer is yes, even if you have been in school for about 10 years and still have to go to college to get you the information that you need to be able to get a decent job, yes it is necessary. The years where you have been taking classes that does not look that t would help you in the future in any way. They do have a purpose, and it is to inform you and help you to develop skills that have not been discover, whether you like math, history, science or languages. Any subject that you have learn is to help you find what you really like and how you can used for the future. That is why there are those extra years for college, to start to focus on your objective and teach you what you actually need to become successful. After you have got the extra years, does not mean your learning have also stop, when you get to practice for the career you have selected you keep developing your skills and growing as a person, and this because of the motivation of keep going beyond of what you already manage.

Going beyond your expectations as a person would bring you benefit to your life. If you get a job based on your skills, experiences or knowledge it would also require the same process of keep learning. If you got the job where you always wanted and they approved you to work there because you qualify and you have study the career for years does not specific mean you know everything and you would directly get to the work and lead yourself to become another worker. Like always and how the Author Ralph Emerson emphasizes you would have to keep trying new material. You have experienced the process to gather the sufficient information to get this job, but now you are being told to go beyond and now you need to learn the system of the factory, office, building, hospital or any apartment you have being positioned. In this case does not mandatory need to keep educating yourself, but to improve in your work and become an efficient person you need to keep learning new skill that would apply to your job. Like is being remarked again the importance of keep learning to do new things so you can grow.

The importance of always going forward and learn to manage new things will make you grow as a person in your life and improve the labor work. If you do not try nothing new and do not applied on your daily, do no expect to become successful as a person. You are the only one that knows how to lead yourself and what weakness and strengths you have, as a captain of your life you know where your boat should go, the wind could make you take different directions which is why you have to recognize where exactly your destination is. The fact the it seems that you have got far enough where you might feel afraid to go beyond, which could ruin what you already have does not mean it will. People argue that they are scared to keep going forward and decide to just stay stand where they are because is been far enough. You should not let yourself be the obstacle to keep learning new things to do. If you feel like that was enough and you got to were you stay, it is because you can go more fatter with the experience that you have. Do not stay in one point and make sure to keep walking and doing new stuff to help you grow, do something new everyday and prove yourself that you have become a successful person every time you go a step ahead. Keep growing to encourage yourself and others to keep doing something new and always going in different direction without stopping.",2.5,3.0,4.0,3.5,3.0,3.0
9DD22B9D10F4,"Technology is taking over the world! There is now less human contact. People may think that the limitation of human contact due to the use of technology has positive effects on their lives, but that is false. The limitation of human contact due to the use of technology has a negative effect on people's lives because it impacts their health in a negative way and people get too dependent on technology.

Health is very important, but people take good health for granted; To begin with, technology may impact individuals health in a negative way. For example, people's vision might get blurry and people that are looking down at their electronic devices impacts their neck position. Furthermore, people may slouch down when they are using a computer. This is important because people need to be more aware of what can effect their health in a horrible way.

The use of technology is phenomenal, people use it in their every day lives. Therefore, individuals get too dependent on technology; For instance, Individuals use technology to communicate with others and they use it for location. In addition to that, people use technology to educate themselves. Although those are beneficial perks, it causes people to be too dependent on technology. This is important because instead of people completing tasks with technology, they can easily do it themselves. To illustrate, if people want a snack they can walk down to the store and buy it instead of ordering it online

People think that the limitation of human contact due to the use of technology has positive effects on their lives since people with no available transportation can order online or if others live in a area that is dangerous, they can order online to receive the things that they want to be safe; However, technology has a negative impact since it makes people risk their health. In conclusion, the limitation of human contact due to the use of technology has a negative effect on people's lives because it can possibly impact their health in a horrible way and people get too dependent on technology, but they use it to help themselves.",4.5,4.0,4.0,4.0,4.5,4.0
EF47AB98271A,"Do you agree or disagree with the impression are almost impossible to change?

Many people in the society are taking several changes in the life of them, this will be a form to improve their goals in the future, some people thinking that made changes might be completely complicated for many reasons that they cannot do this, sometimes would be for some issues that we have. Also, each one we have different purposes but anything is impossible in this world made some changes that even more will be like a window with many opportunity. Opportunely sometimes we don't take the worst to start made certains changes that this will be big chances. In my own opinion this might be to begin a new style of life with the propose to change and improve my goals that will be the beginning of new opportunnity increase my ability to achieve my dreams that I have in my mind, open me in the future with new goals in the mind and never give up till that my dreams can be successful. The impressions never can be impossible because, can be new opportunity in the rest of the life, to improve our goals and dreams in the future and to make plans to increase our ability of achieve our ieas.

New opportunities in the rest of our life, will be a opportunity that are certains change that might be like a door with new offer of jobs, that this will allow change in our life to increase our knowledge to put in practice and improve our ability in create new ideas that would be a big help to develop in the society in any job that we will do, each day the technology advance. This means that, we have the opportunity to learn any more and to achieve different kinds of project to develop at the society.

Improve our goals and dreams in the future, will be the best form to change and improve our ideas or plans that we have in mind to develop ourself. To discovery new ideas and be capable to do that and put in practice our knowledge and to get excited in achieve our goals that is the better for us, each day put more dedication in improve our mistakes and made certains changes about theses mistakes that we did. Sometimes happen that because some people don't follow their work for some mistakes that they did, the most important is to learn of the mistakes that we did and trying to improve it.

Make plans to increase our ability of achieve our ideas, this is a form to thinking about it and made a list of things that we would like achieve to improve our knowledge, to learn and create projects that we have in mind to realize. Thinking about different ideas and plans that might be the better for ourself in our develop in any area. Also, this will be a big idea to realize our ideas to increase our economy if we have good work in any job that we do and each day trying to be more better in the society with our family.

In conclusion, all this definitely is the better for us in made some changes that we know will be the form to create and realize our plans that we have in our mind, sometimes can be so hard to do some changes in our life, but everyone know that is the better to improve and increase our abilityin the develop of different plans and ideas that we have, even more this will be better opportunity in the rest of our life, we can achieve all our goals if everyone start change for a better life.  ",3.0,3.0,4.0,3.5,3.0,3.0
F4EA60BCBC2C,"Many people prefer to work in a group, because they think it can be more helpful, and others people said that they prefer to work alone. There are some benefits of working in a group and working alone. I think that the best option is to work in a group.

When you work in a group you can finish faster. For example, if there is a group of three people, one people can be doing a job, while you are doing an other, and the third people can be doing an other. That is a smart and easy way to finish the work faster.

Working in the group can be very helpful for planing how to do a project. Like as, all the people in the group gives their opinion of how to do the project and everyone in the group hears the ideas and them, they vote for the best idea in the group. That is a key point of working in the group everyone express them self and the work become easily.

In a group you can have better ideas. For example, you are in a group, and you have an idea and you tell the idea to the group, all the people in the group is going to give an opinion, and they will tell you if your idea is good or it is bad. In that way you can have more ideas for you and your group, and your group and you can learn more from your ideas.

Working in a group can be more helpful, because you and all the people in the group can have more ideas and finish faster. Even thought some people prefer to work alone, because they think that they can be more concentrate and they can learn faster.

In conclusion in a group you can finish faster and have more ideas for you and your group. While working alone you can concentrate more because you have less talking, and you are less distracting,when you work alone you can learn more, because you find the answer at your own. ",2.5,3.0,3.0,3.0,3.0,2.5
8B4BB870857D,"Can we accomplish more if we are always doing something ?

Sometimes we are lazy and we don't want to do nothing, but if we are doing always something we can be more stronger and helpful to the citizen.

Sometimes we are lazy, but that is bad in our life because we has to learn about this life and prepare for the future and other things. One day we would grow up and we would does not know anything and we're gonna fall in our life, therefor i told them this advice.

Thomas Jefferson wrote, ""Determine never to be idle...it is wonderful how much may be done if we are always doing.""

we can be stronger if we are always doing something because we can learn about everything that we did and we can get strength to be better, also we can be a adviser to other peoples for example: Kids, Teenager, also Adults.

We can be helpful if we are always doing something because one day that we fall down, also we can stand up more stronger and healthy. We can help person with our experiences, also we can help kids give them a advise because we want a good, strong citizen in this world and they can make it better, and help each other.

In conclusion we can be stronger, healthy for people that don't know anything in this life. We can do better things for our future, furthermore kids will be our future, therefore we are gonna fight for them, and their future because if we are lazy and we don't do anything we are gonna fail. We need more activities in our life and do something all the time because for that we can learn ah be adviser, also we need a break but we has to continue learning and to be success in our life, and complete our dreams.",2.0,3.0,2.5,3.0,2.5,2.5
5AC1AB0965F6,"Ever since I was little I would dreamed of going to Hawaii. I would always think of seeing the beautiful crystal clear blue seas. I would want to go scuba diving and get a view of the animals in the ocean.

reasons why I would want to go to Hawaii because it has a huge water park. I always have fun at water parks because it has big slides and big pools and other fun stuff. But Hawaii water park is like three times the size of the water parks I've been in. During the summer I like to go to my pool and spend my time there. I always wished I had a slide in my pool. But my pool is still fun. I invite my friends to make the pool more fun. We play sharks and Minos and other games.

Another reason why I would go to Hawaii is because I want to try out their sea food. I heard their sea food is really good and it come fresh out the ocean. Personally my favorite sea food is crab. But i like crab better when its a crab soup.

One more important reason why I would want to go to Hawaii is because I want to spend time with my family. I rarely get to spend anytime with my family. The reason that is because I have to go to school and my work and stuff. Then my when i comeback home my dad has to go to work. He comes back around midnight. So basically I never get to see him. I probably see him like for 10 minutes but then I cant. At least I get to see him during holidays.

The first thing I would want to do when I get to Hawaii is go to the huge water park. I want to go there to have fun. I also want to ride all the slides in the park. I want to play around with my family and have fun with them. Me and my dad always go on big slides when we're in a water park.

Another activity I would want to do when I get there is ride a bike around the city i'm gonna be staying at. I want to get to know the city and all of its locations. I also would love to ride on the mountains so i can get a nice view and take some photos.

Something else I would do is swim in the crystal clear oceans with my family. I have never seen my feet when i'm in the ocean and i want to experience that. I also want to have fun throwing a ball around with my family.

The first things I would want to see in Hawaii is go scuba diving and get to see the beautiful sea creatures swim around the ocean. Also for reason I want to get to touch them, and I want to see my families reaction. I always wanted to sea wild sea creatures. I never get to sea them because the closest ocean to me is dirty so you cant see nothing under the water. I want to see them swimming around and see other animals in the water. Every time I see a sea creature. The only way I would see one is if I caught it with a fishing rod or its dead on the sand or In the aquarium.

I would really want to go on a helicopter and see all of Hawaii. I just want to explore and get a beautiful view of Hawaii. At least see two dolphins hop from the ocean. That would be a perfect moment. But I just want to see Hawaii. I would probably go see one of does fire performance too.

One more thing I would want to go see in Hawaii is my family having fun. I want to see them having fun because I rarely get to see them having fun. We usually don't have fun because were not always together. One of my family membesr has to work and the other has to do something else. I really wished we could spend time longer together.

I would go to Hawaii because I get to increase the relationship with my family and have fun. If I got to Hawaii i'm not be stressed out during that time.",3.0,3.0,4.0,3.5,4.0,4.0
0E9FC972215F,"Dear principal,

I am very honored to write to you this letter and i pray you take time from your busy schedule and read this this letter .

i hope you are doing good as i am here.

i also want to say that i am happy to be a student in your school.

first of all i take a stand on your decision of changing the school food to a very healthier one and say it a very good one.

it's a very thoughtful idea , and it's also shows that you love the school and i appreciate you for such a great idea. it's a good idea because, half of the student have allergic reaction to some food the chief's cook so they rather go hungry or have an empty stomach and if such incident still goes on, student might even pass out one day.

secondly, if we get healthier food, we will be active and our brains will be able to function well as soon as class start. However, having a good breakfast or even any good food to begin your day sometimes help the brain to work very well , and it's also help make the brain be in a very good position of working during the day.

and not only does it work for the brain, it's also consist or contain some particular minerals like carbohydrate, protein, and fat and other supplementary substance that also help for human growth and also help give energy to the human body.

lastly , changing the school food will also will make student that has never tried the school lunch will now want to try it . Moreover, some student order food and have it deliver to the school all because they do not like the school food or allergic to certain food , and if such incident keeps happening, the school food will go waste and it's will make the school loose money.

so therefore, i will end my speech by saying that it's a very good and and a nice decision for having to change the school food to a healthier one .once again i hope you take time from your busy schedule and read this letter. ",3.0,3.5,3.5,3.5,3.5,3.0
EC64EE12DBB4,"McDonald is one of the most fast foods, and people who work their get paid a small amount of money, so if students can come, and visit this place maybe students will see how people without a education or not doing nothing at school will end up and a job like this, so i would choose a job that don''t get paid that much to show students what happen when you don't do your work at school or pay attention.

Students might change their minds of playing around in school from visiting this type of job students will see people working hard and fast every single day and getting paid a small amount so students would not want to be working at a place like that in there future so it could pursue them to start putting more effort in school and not to play around in class, and have a successful job.

Some parents don't have money to put their child in school Furthermore there are going to have to work at a hard working job but students don't have to because you have a chance and you got your education so it might teach students to take this advantage to have a success job and not to play around on the other hand teens that don't get their education will work at a place that pay a small amount.

If students don't take their education serious your parents paid the money for your education and if you just don't pay attention and not try the money your parents paid will be a waste because you didn't learn anything cause you goof of and you won't be able to have a successful job so visiting this job will change students thought pf whether they should play around or not so if you take your education serious you can have a job that pays you a lot of money and be successful in life but not doing anything in school won't get you anywhere.

I would right a letter to McDonald because i want students to see what happen when you just play around in school or your parents don't have money for your education because the employees at McDonald work hard but they get paid a little bit but if you take your education serious you can have a successfull job in life so this might change students mind of whether they should pay attention or not and students will take this as a chance so they won't end up a type of job like this.        ",3.5,2.5,3.0,3.5,3.0,2.5
9EAB766AF4BE,"Students and teachers have important roles in their life. The students need to pass the class in order to graduate and the teacher gets paid for doing his/her job. As long as the kids are not failing teacher has the job it is very key that students and teachers should be having good relationship. If the student ever needs help he or she can feel comfortable talking to the teacher and the teacher should be helping the students. If they need it because they can loose their job.

Lets say if the students decide to design the project there own. The only problem with that its going to be to easy for them. Also it wont challenge them so there brain will not learn anything and it will be useless. If it was a group project most of the kids would go with the smart people so they can finish it. And not worry about it and some of the lazy kids will cheat on the projects. If i was the parents i would tell them do it yourself and learn how to finish the project the right way and get a good grade.

Having the teacher design the project is way smarter. They will know what kind of project to create. And also if this was a group project it will be smart for the teacher to put some kids in the group because then the teacher can decide how many points it can be. And how long they have to finish plus the students dont do anything in there break myself being a student i can relate to that. But they have to learn something so when they do start school they will be one step of ahead of everyone. My personal opinion is that i probably wont do the assignment during break right away but i will finish before it ends whenever i have the time.

At the end of the day both teachers and students are trying to help each other out. And i think its more productive the teacher designs the project because when the teacher grades them or goes over them teacher can give feedback. Thats very important see what parts you did wrong or where you did good at. Having feedback can help you a lot but staying with the teacher to design the project is the best idea. Because the students can learn more and get more information on there project. And they will get good grades on them and it should be required to have teachers designing projects for the students.",3.5,3.0,3.0,3.0,3.5,3.5
FE8BA4043788,"Is it true that a positive attitude is a key to success in life?. Well, success is a strong word, there are some people that do not get where they want to be because the way they think. Our actions depend on how our thinking is.

It is true that a positive attitude is a key to success in life, if you have a goal and you really work hard to achieve it , you are always thinking ""I can do it"" and you are being positive about it, you have the idea that you will get whatever you want to get.

In addition there are many people who really want to get something or get to somewhere, but their minds are always thinking negative, they feel like they will not do good or they will not success, it makes them not keep trying. For example, when I was in middle school I had a classmate who will always think he was a ""looser"" he will always said that he could not do anything, his parents did not love him, so many horrible things that will make feel sad, I always tried to make him feel better by saying positive things about him, but I thing that is all about the ideas we put in our minds.

Success depends on our actions too,sometimes we let other people decide for us, we either do what they said or we act the same way they act. Some of this people do not have a positive attitude to help you success. we create a plan that we have to work on to be successful, even though that we need to have a positive attitude. We have to make it happen no matter what, try as hard as you can! because if you just have a positive attitude but you are not trying hard an off, is not worth it, I seemed some people that are very good at something because thats all and the only thing they do :However they don't try to keep going further, and when they are in a situation that things are more challenging they give up!

In conclusion; a positive attitude is a important key to success in life, on how comfortable you feel about yourself, and how successful you will be.",2.5,2.5,3.0,2.5,3.0,3.0
E03B6B157C32,"""Does true self-esteem comes from praise or does it come from achievement."" Self-esteem comes from achievement because it makes you feel good. It makes you feel that you could do anything. Also you can learn not to give up.

Self-esteem comes from achieving, it will make you feel good about yourself. For example, if Generic_Name achieves shooting five times at the three point line and makes all of them; he will feel good about himself. His self-esteem is feeling good so he may try to do more next time at the three point line. But feeling good about yourself is not the only thing that will help with your self-esteem.

Another is it will make you feel that you could do anything. For example, if Generic_Name wins the art fair only in her class, but the school is having an art fair for the whole sophomore class. Her self-esteem will kick in and she may sign up

Also you can learn how to not give up for example if Generic_Name lose the class discussion but the class is going to have another one the next day she is going to try her hardest to win the next class discussion.

I think that achievement will help kids with their learning because nowadays kids like winning and winning things at the end it makes their self-esteem built up.",3.5,3.5,3.5,3.5,4.0,4.0
46AD88A6F157,"Imagine a world where everyone behaved same way. Positive attitude is the key to success in the life because it helps you reach a goal with confidences and brings the better outcome for their future.

As may many people say that the negative attitude is way to succeed, however, a positive attitude, explain the performances of your doing for example Generic_Name got 50 out of 100, which she wanted on her presentation not because she did not do the work properly,but because the way she present her presentation and she was scared and nervous to present it in front of everyone. It was majorly graded on her performance, but next time she practiced her way to present her presentation five-six times and thought about how she can do this and she doesn't have to be scared of anything and she got 100 on it, which was her goal. Also. a sports team lose few time because the players not getting along or one is better than other, which they can change by thinking equally and being friendly to each other. It shows the optimistic behavior of human supports during their task.

Your past always reflects on your future. Everyone learns something from their mistakes or good memories. For example if Generic_Name did good on her presentation because she the way she presented, it illustrates that she more confident and positive to do her same presentation without worrying. If the sports player lost couple times they would not make same mistakes as they did it before. if you think and feel positives it will show it on your work. The effect changes your perspective to your life.

In conclusion, the way you display your input in feeling true helps the output for your future life, Like Generic_Name positive behaving helped her getting 100 on her presentation and the way that showed on her future presentation and the sports team which practiced and improved their co working to wins the games and their future games. The way you think, feel and perform helps you support your life ",3.0,3.5,3.5,3.5,3.0,3.5
E966121134B7,"The life of the some student's, of wants superate.

I believe and think,that all student's already graduate of the schools or university,they can work in a place where they can have some opportunity. Also they can putting in practic or demostrate your habilities.

However , I think that they could should of the best effort about their, and then they can remember all the things about they learning while they be studied,as well i think that all the estudents that they do not have age for to work ,like student of the14 or 15 years ald they can have a righ for to have a part time. although,nobady can be deny one job for the students want to have a job for getting more experience.

In my opinion , every student, they can have a right, to demostrate your habilities,and then they can have more ideas,and get more experience for survive in his life. also they can be more smart, while they putting in practices your habilities,because they are gona putting the best effort. even think that they can be indepent by your self,also they gonna reconize all the effort of the parents didint for their Also too i think they can choice what carrier they would like to take or they can be think what is better for their or what is gonna helping in the future for getting a better life,that is my conclussion,about what are talking. ",3.5,2.5,3.0,2.5,2.5,3.0
